timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1617205783089,6,HTTP Request,200,,LOAD 2-16,text,true,,329,124,11,11,http://localhost:8080/todolist,6,0,0
1617205783106,3,HTTP Request,200,,LOAD 2-18,text,true,,329,124,11,11,http://localhost:8080/todolist,3,0,0
1617205783139,4,HTTP Request,200,,LOAD 2-11,text,true,,329,124,11,11,http://localhost:8080/todolist,4,0,1
1617205783185,4,HTTP Request,200,,LOAD 2-13,text,true,,329,124,11,11,http://localhost:8080/todolist,3,0,0
1617205783184,5,HTTP Request,200,,LOAD 2-20,text,true,,329,124,11,11,http://localhost:8080/todolist,5,0,0
1617205783231,4,HTTP Request,200,,LOAD 2-15,text,true,,329,124,11,11,http://localhost:8080/todolist,4,0,1
1617205783272,3,HTTP Request,200,,LOAD 2-10,text,true,,329,124,11,11,http://localhost:8080/todolist,3,0,0
1617205783294,3,HTTP Request,200,,LOAD 2-17,text,true,,329,124,11,11,http://localhost:8080/todolist,3,0,0
1617205783308,3,HTTP Request,200,,LOAD 2-19,text,true,,329,124,11,11,http://localhost:8080/todolist,3,0,0
1617205783325,4,HTTP Request,200,,LOAD 2-12,text,true,,329,124,11,11,http://localhost:8080/todolist,4,0,1
1617205783341,3,HTTP Request,200,,LOAD 2-14,text,true,,329,124,11,11,http://localhost:8080/todolist,3,0,0
1617205783396,3,HTTP Request,200,,LOAD 2-16,text,true,,329,124,11,11,http://localhost:8080/todolist,3,0,0
1617205783410,3,HTTP Request,200,,LOAD 2-18,text,true,,329,124,11,11,http://localhost:8080/todolist,3,0,0
1617205783445,3,HTTP Request,200,,LOAD 2-11,text,true,,329,124,12,12,http://localhost:8080/todolist,3,0,0
1617205783490,3,HTTP Request,200,,LOAD 2-13,text,true,,329,124,12,12,http://localhost:8080/todolist,3,0,0
1617205783490,3,HTTP Request,200,,LOAD 2-20,text,true,,329,124,12,12,http://localhost:8080/todolist,3,0,0
1617205783535,4,HTTP Request,200,,LOAD 2-15,text,true,,329,124,12,12,http://localhost:8080/todolist,4,0,1
1617205783576,4,HTTP Request,200,,LOAD 2-10,text,true,,329,124,12,12,http://localhost:8080/todolist,4,0,1
1617205783600,4,HTTP Request,200,,LOAD 2-17,text,true,,329,124,12,12,http://localhost:8080/todolist,4,0,1
1617205783613,3,HTTP Request,200,,LOAD 2-19,text,true,,329,124,12,12,http://localhost:8080/todolist,3,0,0
1617205783630,3,HTTP Request,200,,LOAD 2-12,text,true,,329,124,12,12,http://localhost:8080/todolist,3,0,0
1617205783644,4,HTTP Request,200,,LOAD 2-14,text,true,,329,124,12,12,http://localhost:8080/todolist,4,0,1
1617205783700,3,HTTP Request,200,,LOAD 2-16,text,true,,329,124,12,12,http://localhost:8080/todolist,3,0,0
1617205783713,4,HTTP Request,200,,LOAD 2-18,text,true,,329,124,12,12,http://localhost:8080/todolist,3,0,1
1617205783728,4,HTTP Request,200,,LOAD 2-9,text,true,,329,124,12,12,http://localhost:8080/todolist,4,0,1
1617205783759,3,HTTP Request,200,,LOAD 2-11,text,true,,329,124,12,12,http://localhost:8080/todolist,3,0,0
1617205783807,6,HTTP Request,200,,LOAD 2-20,text,true,,329,124,12,12,http://localhost:8080/todolist,5,0,0
1617205783807,6,HTTP Request,200,,LOAD 2-13,text,true,,329,124,12,12,http://localhost:8080/todolist,5,0,0
1617205783853,3,HTTP Request,200,,LOAD 2-15,text,true,,329,124,12,12,http://localhost:8080/todolist,3,0,0
1617205783883,3,HTTP Request,200,,LOAD 2-10,text,true,,329,124,12,12,http://localhost:8080/todolist,3,0,1
1617205783914,3,HTTP Request,200,,LOAD 2-17,text,true,,329,124,12,12,http://localhost:8080/todolist,3,0,0
1617205783930,4,HTTP Request,200,,LOAD 2-19,text,true,,329,124,12,12,http://localhost:8080/todolist,4,0,0
1617205783945,4,HTTP Request,200,,LOAD 2-12,text,true,,329,124,12,12,http://localhost:8080/todolist,4,0,1
1617205783961,4,HTTP Request,200,,LOAD 2-14,text,true,,329,124,12,12,http://localhost:8080/todolist,4,0,0
1617205784008,4,HTTP Request,200,,LOAD 2-16,text,true,,329,124,12,12,http://localhost:8080/todolist,4,0,1
1617205784024,4,HTTP Request,200,,LOAD 2-18,text,true,,329,124,12,12,http://localhost:8080/todolist,4,0,0
1617205784040,3,HTTP Request,200,,LOAD 2-9,text,true,,329,124,12,12,http://localhost:8080/todolist,3,0,0
1617205784072,3,HTTP Request,200,,LOAD 2-11,text,true,,329,124,12,12,http://localhost:8080/todolist,3,0,0
1617205784119,6,HTTP Request,200,,LOAD 2-13,text,true,,329,124,12,12,http://localhost:8080/todolist,6,0,0
1617205784119,6,HTTP Request,200,,LOAD 2-20,text,true,,329,124,12,12,http://localhost:8080/todolist,6,0,0
1617205784167,4,HTTP Request,200,,LOAD 2-15,text,true,,329,124,13,13,http://localhost:8080/todolist,4,0,1
1617205784198,3,HTTP Request,200,,LOAD 2-10,text,true,,329,124,13,13,http://localhost:8080/todolist,3,0,0
1617205784228,4,HTTP Request,200,,LOAD 2-17,text,true,,329,124,13,13,http://localhost:8080/todolist,4,0,1
1617205784244,4,HTTP Request,200,,LOAD 2-19,text,true,,329,124,13,13,http://localhost:8080/todolist,4,0,0
1617205784259,3,HTTP Request,200,,LOAD 2-12,text,true,,329,124,13,13,http://localhost:8080/todolist,3,0,1
1617205784275,4,HTTP Request,200,,LOAD 2-14,text,true,,329,124,13,13,http://localhost:8080/todolist,4,0,1
1617205784322,3,HTTP Request,200,,LOAD 2-16,text,true,,329,124,13,13,http://localhost:8080/todolist,3,0,1
1617205784338,3,HTTP Request,200,,LOAD 2-18,text,true,,329,124,13,13,http://localhost:8080/todolist,3,0,0
1617205784353,3,HTTP Request,200,,LOAD 2-9,text,true,,329,124,13,13,http://localhost:8080/todolist,3,0,0
1617205784384,3,HTTP Request,200,,LOAD 2-11,text,true,,329,124,13,13,http://localhost:8080/todolist,3,0,0
1617205784431,5,HTTP Request,200,,LOAD 2-20,text,true,,329,124,13,13,http://localhost:8080/todolist,5,0,1
1617205784431,5,HTTP Request,200,,LOAD 2-13,text,true,,329,124,13,13,http://localhost:8080/todolist,5,0,1
1617205784477,3,HTTP Request,200,,LOAD 2-8,text,true,,329,124,13,13,http://localhost:8080/todolist,3,0,1
1617205784477,3,HTTP Request,200,,LOAD 2-15,text,true,,329,124,13,13,http://localhost:8080/todolist,3,0,0
1617205784508,3,HTTP Request,200,,LOAD 2-10,text,true,,329,124,13,13,http://localhost:8080/todolist,3,0,0
1617205784538,3,HTTP Request,200,,LOAD 2-17,text,true,,329,124,13,13,http://localhost:8080/todolist,3,0,1
1617205784554,4,HTTP Request,200,,LOAD 2-19,text,true,,329,124,13,13,http://localhost:8080/todolist,4,0,1
1617205784570,3,HTTP Request,200,,LOAD 2-12,text,true,,329,124,13,13,http://localhost:8080/todolist,3,0,0
1617205784586,4,HTTP Request,200,,LOAD 2-14,text,true,,329,124,13,13,http://localhost:8080/todolist,4,0,0
1617205784633,3,HTTP Request,200,,LOAD 2-16,text,true,,329,124,13,13,http://localhost:8080/todolist,3,0,0
1617205784649,3,HTTP Request,200,,LOAD 2-18,text,true,,329,124,13,13,http://localhost:8080/todolist,3,0,0
1617205784664,3,HTTP Request,200,,LOAD 2-9,text,true,,329,124,13,13,http://localhost:8080/todolist,3,0,0
1617205784695,3,HTTP Request,200,,LOAD 2-11,text,true,,329,124,13,13,http://localhost:8080/todolist,3,0,1
1617205784742,5,HTTP Request,200,,LOAD 2-20,text,true,,329,124,13,13,http://localhost:8080/todolist,5,0,0
1617205784742,5,HTTP Request,200,,LOAD 2-13,text,true,,329,124,13,13,http://localhost:8080/todolist,5,0,0
1617205784781,4,HTTP Request,200,,LOAD 2-15,text,true,,329,124,13,13,http://localhost:8080/todolist,4,0,1
1617205784781,4,HTTP Request,200,,LOAD 2-8,text,true,,329,124,13,13,http://localhost:8080/todolist,4,0,1
